id,brand,name,image_url,link_url,ingredients,created_at,updated_at
1821,orijen,Original Entrée,https://catfooddb.com//img/products/orijen\/Original_Entr__e_wet.png,"","Chicken, chicken liver, whole mackerel, chicken bone broth, fish bone broth, chicken heart, whole sardine, egg, taurine, salt, vitamins [vitamin E supplement, thiamine mononitrate, niacin, vitamin A supplement, pyridoxine hydrochloride, calcium pantothenate, riboflavin supplement, folic acid, vitamin D3 supplement, biotin, vitamin B12 supplement], minerals [potassium chloride, magnesium sulfate, zinc amino acid chelate, iron amino acid chelate, copper amino acid chelate, manganese amino acid chelate, sodium selenite, potassium iodide], choline chloride.",2024-05-01 19:04:23.967966,
1822,orijen,"Tuna, Salmon & Beef Entrée","https://catfooddb.com//img/products/orijen\/Tuna,_Salmon___Beef_Entr__e_wet.png","","Tuna, chicken, salmon, whole sardine, chicken liver, fish bone broth, beef bone broth, beef, lamb, beef kidney, shrimp, taurine, salt, vitamins [vitamin E supplement, thiamine mononitrate, niacin, vitamin A supplement, pyridoxine hydrochloride, calcium pantothenate, riboflavin supplement, folic acid, vitamin D3 supplement, biotin, vitamin B12 supplement, menadione sodium bisulfite complex], minerals [potassium chloride, magnesium amino acid chelate, zinc amino acid chelate, iron amino acid chelate, copper amino acid chelate, manganese amino acid chelate, sodium selenite, potassium iodide], choline chloride.",2024-05-01 19:04:24.186418,
1823,orijen,Duck & Chicken Entree,https://catfooddb.com//img/products/orijen\/Duck___Chicken_Entree_wet.png,"","Duck, chicken, chicken liver, chicken heart, chicken bone broth, duck bone broth, egg, taurine, salt, vitamins [vitamin E supplement, thiamine mononitrate, niacin, vitamin A supplement, pyridoxine hydrochloride, calcium pantothenate, riboflavin supplement, folic acid, vitamin D3 supplement, biotin, vitamin B12 supplement], minerals [potassium chloride, magnesium sulfate, zinc amino acid chelate, iron amino acid chelate, copper amino acid chelate, manganese amino acid chelate, sodium selenite, potassium iodide], choline chloride.",2024-05-01 19:04:24.480334,
1824,orijen,Fit & Trim,https://catfooddb.com//img/products/orijen\/Fit___Trim_dry.png,https://www.chewy.com/orijen-fit-trim-grain-free-dry-cat/dp/285961,"Chicken, chicken liver, whole herring, turkey, turkey giblets (liver, heart, gizzard), flounder, eggs, cod, dehydrated chicken liver, dehydrated egg, dehydrated sardine, dehydrated chicken, dehydrated turkey, dehydrated herring, whole red lentils, whole pinto beans, whole peas, whole navy beans, chicken fat, natural fish flavor, dehydrated pumpkin, lentil fiber, whole green lentils, whole chickpeas, chicken heart, pea starch, lentil starch, choline chloride, dried kelp, zinc proteinate, whole pumpkin, whole butternut squash, whole apples, whole pears, collard greens, mixed tocopherols (preservative), thiamine mononitrate, niacin, pyridoxine hydrochloride, vitamin E supplement, dried chicory root, turmeric, sarsaparilla root, althea root, rosehips, juniper berries, citric acid (preservative), rosemary extract, dried Lactobacillus acidophilus fermentation product, dried Bifidobacterium animalis fermentation product, dried Lactobacillus casei fermentation product.",2024-05-01 19:04:24.747597,
1825,orijen,Regional Red,https://catfooddb.com//img/products/orijen\/Regional_Red_dry.png,https://www.chewy.com/orijen-regional-red-grain-free-dry/dp/133952,"Beef, pork, whole mackerel, beef liver, wild boar, goat, lamb, lamb liver, beef tripe, wild boar liver, mutton, goat meal, beef meal, lamb meal, mackerel meal, beef kidney, mutton meal, whitefish meal, whole red lentils, whole pinto beans, beef fat, herring meal, natural fish flavor, whole peas, whole green lentils, whole navy beans, whole chickpeas, pollock oil, pea starch, lentil fiber, pork liver, pork kidney, lamb tripe, lamb kidney, wild boar heart, choline chloride, dried kelp, whole pumpkin, whole butternut squash, collard greens, whole apples, whole pears, zinc proteinate, vitamin E supplement, mixed tocopherols (preservative), thiamine mononitrate, niacin, pyridoxine hydrochloride, dried chicory root, turmeric, sarsaparilla root, althea root, rosehips, juniper berries, citric acid (preservative), rosemary extract, dried Lactobacillus acidophilus fermentation product, dried Bifidobacterium animalis fermentation product, dried Lactobacillus casei fermentation product.",2024-05-01 19:04:25.043269,
1826,orijen,Guardian 8 Formula,https://catfooddb.com//img/products/orijen\/Guardian_8_Formula_dry.png,https://www.chewy.com/orijen-guardian-8-free-run-chicken/dp/337379,"Chicken, salmon, turkey, whole herring, whole mackerel, chicken liver, turkey giblets (liver, heart, gizzard), eggs, dehydrated chicken, dehydrated turkey, dehydrated sardine, dehydrated chicken liver, dehydrated egg, whole red lentils, whole pinto beans, rabbit, pollock oil, whole green lentils, whole chickpeas, whole peas, whole navy beans, pea starch, ground miscanthus grass, natural chicken flavor, chicken fat, chicken hearts, whole cranberries, choline chloride, dried kelp, mixed tocopherols (preservative), whole pumpkin, whole butternut squash, collard greens, whole apples, whole pears, zinc proteinate, vitamin E supplement, dried chicory root, hydrolyzed yeast, dried brewers yeast, thiamine mononitrate, riboflavin, niacin, calcium pantothenate, pyridoxine hydrochloride, folic acid, vitamin B12 supplement, copper proteinate, turmeric, sarsaparilla root, althea root, rosehips, juniper berries, rosemary extract, citric acid (preservative), dried Lactobacillus acidophilus fermentation product, dried Bifidobacterium animalis fermentation product, dried Lactobacillus casei fermentation product.",2024-05-01 19:04:25.247903,
1827,orijen,Chicken & Salmon Entrée Wet Kitten Food,https://catfooddb.com//img/products/orijen\/Chicken___Salmon_Entr__e_Wet_Kitten_Food_wet.png,"","Chicken, salmon, chicken liver, whole sardine, chicken bone broth, fish bone broth, chicken heart, egg, tuna oil, taurine, salt, vitamins [vitamin E supplement, thiamine mononitrate, niacin, vitamin A supplement, pyridoxine hydrochloride, calcium pantothenate, riboflavin supplement, folic acid, vitamin D3 supplement, biotin, vitamin B12 supplement, menadione sodium bisulfite complex], minerals [potassium chloride, magnesium sulfate, zinc amino acid chelate, iron amino acid chelate, copper amino acid chelate, manganese amino acid chelate, sodium selenite, potassium iodide], choline chloride.",2024-05-01 19:04:25.658848,
1828,orijen,Kitten Formula,https://catfooddb.com//img/products/orijen\/Kitten_Formula_dry.png,https://www.chewy.com/orijen-free-run-chicken-turkey-wild/dp/337376,"Chicken, turkey, salmon, whole herring, chicken liver, turkey giblets (liver, heart, gizzard), whole mackerel, eggs, dehydrated chicken, dehydrated turkey, dehydrated herring, dehydrated chicken liver, dehydrated egg, whole red lentils, whole peas, pollock oil, natural chicken flavor, pea starch, chicken fat, whole chickpeas, whole green lentils, whole navy beans, whole pinto beans, ground miscanthus grass, chicken hearts, choline chloride, whole cranberries, dried kelp, mixed tocopherols (preservative), whole pumpkin, whole butternut squash, collard greens, whole apples, whole pears, zinc proteinate, thiamine mononitrate, riboflavin, niacin, pyridoxine hydrochloride, folic acid, copper proteinate, dried chicory root, turmeric, sarsaparilla root, althea root, rosehips, juniper berries, rosemary extract, citric acid (preservative), dried Lactobacillus acidophilus fermentation product, dried Bifidobacterium animalis fermentation product, dried Lactobacillus casei fermentation product.",2024-05-01 19:04:25.923702,
1829,orijen,Regional Red Entrée,https://catfooddb.com//img/products/orijen\/Regional_Red_Entr__e_wet.png,"","Lamb, beef, beef kidney, chicken, salmon, whole sardine, lamb kidney, beef bone broth, fish bone broth, lamb liver, beef liver, taurine, salt, vitamins [vitamin E supplement, thiamine mononitrate, niacin, vitamin A supplement, pyridoxine hydrochloride, calcium pantothenate, riboflavin supplement, folic acid, vitamin D3 supplement, biotin, vitamin B12 supplement], minerals [potassium chloride, magnesium sulfate, zinc amino acid chelate, iron amino acid chelate, manganese amino acid chelate, copper amino acid chelate, sodium selenite, potassium iodide], choline chloride.",2024-05-01 19:04:26.175021,
1830,orijen,Original Cat,https://catfooddb.com//img/products/orijen\/Original_Cat_dry.png,https://www.chewy.com/orijen-original-grain-free-dry-cat/dp/128821,"Chicken, turkey, whole mackerel, turkey giblets (liver, heart, gizzard), flounder, chicken liver, whole herring, eggs, dehydrated chicken, dehydrated turkey, dehydrated mackerel, dehydrated chicken liver, dehydrated egg, chicken fat, whole red lentils, whole pinto beans, whole peas, whole green lentils, whole chickpeas, natural chicken flavor, whole navy beans, pollock oil, lentil fiber, pea starch, chicken heart, choline chloride, dried kelp, mixed tocopherols (preservative), vitamin E supplement, zinc proteinate, whole cranberries, whole pumpkin, whole butternut squash, collard greens, whole apples, whole pears, copper proteinate, thiamine mononitrate, niacin, pyridoxine hydrochloride, dried chicory root, turmeric, sarsaparilla root, althea root, rosehips, juniper berries, citric acid (preservative), rosemary extract, dried Lactobacillus acidophilus fermentation product, dried Bifidobacterium animalis fermentation product, dried Lactobacillus casei fermentation product.",2024-05-01 19:04:26.577883,
1831,orijen,Tundra,https://catfooddb.com//img/products/orijen\/Tundra_dry.png,https://www.chewy.com/orijen-tundra-grain-free-dry-cat-food/dp/285958,"Duck, arctic char, rainbow trout, whole pilchard, venison, pork liver, duck liver, eggs, whitefish meal, blue whiting meal, herring meal, pork fat, lamb meal, mutton meal, whole green lentils, whole chickpeas, whole peas, lamb, goat, natural fish flavor, lamb liver, lentil fiber, pea starch, whole red lentils, whole pinto beans, duck meal, mackerel meal, pollock oil, lamb kidney, pork kidney, lamb tripe, vitamin E supplement, zinc proteinate, mixed tocopherols (preservative), dried kelp, whole pumpkin, whole butternut squash, collard greens, whole pears, whole apples, dried chicory root, turmeric, sarsaparilla root, althea root, rosehips, juniper berries, thiamine mononitrate, niacin, pyridoxine hydrochloride, citric acid (preservative), rosemary extract, dried Lactobacillus acidophilus fermentation product, dried Bifidobacterium animalis fermentation product, dried Lactobacillus casei fermentation product",2024-05-01 19:04:26.754252,
1914,primal,Raw Frozen Nuggets Rabbit,https://catfooddb.com//img/products/primal\/Raw_Frozen_Nuggets_Rabbit_wet.png,"","Rabbit (with ground bone), Rabbit Livers, Organic Kale, Organic Celery, Organic Pumpkin Seeds, Organic Sunflower Seeds, Organic Cranberries, Organic Blueberries, Rabbit Kidneys, Organic Squash, Rabbit Lungs, Rabbit Hearts, Organic Cilantro, Organic Ginger, Organic Quinoa, Organic Apple Cider Vinegar, Fish Oil, Montmorillonite Clay, Taurine, Organic Coconut Oil, Cod Liver Oil, Vitamin E Supplement, Organic Ground Alfalfa, Dried Organic Kelp.",2024-05-01 19:04:52.532241,
1832,orijen,Six Fish,https://catfooddb.com//img/products/orijen\/Six_Fish_dry.png,https://www.chewy.com/orijen-six-fish-grain-free-dry-cat/dp/133950,"Whole mackerel, whole herring, flounder, Acadian redfish, monkfish, whole hake, mackerel meal, herring meal, blue whiting meal, pollock oil, whole red lentils, whole pinto beans, salmon meal, pollock meal, whole green peas, whole green lentils, whole navy beans, whole chickpeas, sunflower oil, pea starch, natural salmon flavor, saower oil, lentil fiber, whole yellow peas, choline chloride, vitamin E supplement, mixed tocopherols (preservative), dried kelp, whole pumpkin, whole butternut squash, collard greens, whole apples, whole pears, zinc proteinate, thiamine mononitrate, riboflavin, niacin, pyridoxine hydrochloride, folic acid, copper proteinate, dried chicory root, turmeric, sarsaparilla root, althea root, rosehips, juniper berries, rosemary extract, citric acid (preservative), dried Lactobacillus acidophilus fermentation product, dried Bifidobacterium animalis fermentation product, dried Lactobacillus casei fermentation product.",2024-05-01 19:04:27.009859,
1833,oven baked tradition,Grain-Free Pâté For Adult Cats - Turkey,https://catfooddb.com//img/products/oven baked tradition\/Grain-Free_P__t___For_Adult_Cats_-_Turkey_wet.png,"","Turkey, turkey broth, chicken, pork liver, pea protein, pork, salmon oil, peas, sodium tripolyphosphate, calcium carbonate, agar-agar, lentils, sweet potatoes, flaxseed, choline chloride, salt, taurine, potassium chloride, tricalcium phosphate, vitamin C supplement, zinc proteinate, vitamin E supplement, ferrous sulfate, iron proteinate, zinc sulfate, niacin supplement, thiamine mononitrate, kelp, copper proteinate, yucca schidigera extract, vitamin A supplement, manganese proteinate, d-calcium pantothenate, pyridoxine hydrochloride, riboflavin supplement, manganese sulfate, vitamin D3 supplement, vitamin B12 supplement, carrots, chia seeds, alfalfa, spinach, pumpkin, inulin, spirulina, apples, avocado, blueberries, broccoli, pineapple, pomegranate, cranberries, papaya, kale, fennel seeds, carob, tomato, chamomile, marigold, paprika, parsley, peppermint, green tea, rosemary, thyme, valerian, turmeric, aloe verra, folic acid, calcium iodate, biotin, sodium selenite.",2024-05-01 19:04:27.82474,
1834,oven baked tradition,Grain-Free Pâté For Adult Cats - Chicken,https://catfooddb.com//img/products/oven baked tradition\/Grain-Free_P__t___For_Adult_Cats_-_Chicken_wet.png,"","Chicken, chicken broth, pork liver, pea protein, pork, peas, canola oil, sodium tripolyphosphate, calcium carbonate, lentils, agar-agar, sweet potatoes, flaxseed, choline chloride, salt, potassium chloride, taurine, tricalcium phosphate, kelp, vitamin C supplement, zinc proteinate, vitamin E supplement, ferrous sulfate, iron proteinate, zinc sulfate, niacin supplement, thiamine mononitrate, carrots, chia seeds, alfalfa, spinach, pumpkin, inulin, spirulina, apples, avocado, blueberries, broccoli, pineapple, pomegranate, cranberries, papaya, kale, fennel seeds, carob, tomato, chamomile, marigold, paprika, parsley, peppermint, green tea, rosemary, thyme, valerian, turmeric, aloe verra, copper proteinate, yucca schidigera extract, vitamin A supplement, manganese proteinate, d-calcium pantothenate, pyridoxine hydrochloride, riboflavin supplement, manganese sulfate, vitamin D3 supplement, vitamin B12 supplement, folic acid, calcium iodate, biotin, sodium selenite.",2024-05-01 19:04:28.364233,
1835,oven baked tradition,Grain-Free Pâté For Adult Cats - Duck,https://catfooddb.com//img/products/oven baked tradition\/Grain-Free_P__t___For_Adult_Cats_-_Duck_wet.png,"","Duck, duck broth, herring, ocean fish, pork liver, pea protein, pork, canola oil, peas, sweet potatoes, lentils, agar-agar, flaxseed, salt, choline chloride, taurine, calcium carbonate, salmon oil, tricalcium phosphate, potassium chloride, kelp, vitamin C supplement, zinc proteinate, vitamin E supplement, ferrous sulfate, iron proteinate, zinc sulfate, niacin supplement, thiamine mononitrate, carrots, chia seeds, alfalfa, spinach, pumpkin, inulin, spirulina, apples, avocado, blueberries, broccoli, pineapple, pomegranate, cranberries, papaya, kale, fennel seeds, carob, tomato, chamomile, marigold, paprika, parsley, peppermint, green tea, rosemary, thyme, valerian, turmeric, aloe verra, copper proteinate, yucca schidigera extract, vitamin A supplement, manganese proteinate, d-calcium pantothenate, pyridoxine hydrochloride, riboflavin supplement, manganese sulfate, vitamin D3 supplement, vitamin B12 supplement, folic acid, calcium iodate, biotin, sodium selenite.",2024-05-01 19:04:28.716535,
1836,oven baked tradition,Grain-Free - Duck,https://catfooddb.com//img/products/oven baked tradition\/Grain-Free_-_Duck_dry.png,"","Duck, dehydrated turkey, peas, chickpeas, canola oil, pea protein, green lentils, beet pulp, brewer s yeast, flaxseed, alfalfa, salmon oil, inulin, sea salt, pineapple, spinach, Yucca schidigera extract, algae, apples, bananas, blueberries, broccoli, cranberries, sweet potatoes, chondroitin sulfate, glucosamine hydrochloride, rosemary extract",2024-05-01 19:04:28.91601,
1837,oven baked tradition,Grain-Free - Chicken,https://catfooddb.com//img/products/oven baked tradition\/Grain-Free_-_Chicken_dry.png,"","Chicken, dehydrated fish, lentils, chicken fat, fresh chicken liver, tapioca, potatoes, fresh fish, beet pulp, pumpkin, dried egg powder, inulin, algae, alfalfa, glucosamine hydrochloride, chondroitin sulfate, green tea extract, Yucca schidigera extract, spinach, apples, bananas, blueberries, broccoli, cranberries, sweet potatoes, rosemary extract",2024-05-01 19:04:29.084624,
1838,oven baked tradition,Grain Free Cats - Chicken,https://catfooddb.com//img/products/oven baked tradition\/Grain_Free_Cats_-_Chicken_dry.png,"","Chicken, peas, dried egg powder, potatoes, tapioca, chicken fat, beet pulp, brewer s yeast, salmon oil, glucosamine hydrochloride, chondroitin sulfate, rosemary extract",2024-05-01 19:04:29.331983,
1839,oven baked tradition,Kittens - Chicken,https://catfooddb.com//img/products/oven baked tradition\/Kittens_-_Chicken_dry.png,"","Chicken, dehulled barley, brown rice, rye, dehydrated fish, canola oil, fresh chicken liver, brewers yeast, pumpkin, oatmeal, flaxseed, salmon oil, inulin, sweet potatoes, apples, carrots, spinach, blueberries, sea salt, cranberries, pineapple, green tea extract, glucosamine hydrochloride, chondroitin sulfate, parsley, Yucca schidigera extract, rosemary extract",2024-05-01 19:04:29.721946,
1840,oven baked tradition,Grain-Free Pâté For Adult Cat - Salmon,https://catfooddb.com//img/products/oven baked tradition\/Grain-Free_P__t___For_Adult_Cat_-_Salmon_wet.png,"","Salmon, salmon broth, herring, ocean fish, pork liver, pork, pea protein, salmon oil, peas, lentils, agar-agar, choline chloride, sweet potatoes, flaxseed, salt, potassium chloride, taurine, calcium carbonate, tricalcium phosphate, vitamin C supplement, zinc proteinate, vitamin E supplement, ferrous sulfate, iron proteinate, zinc sulfate, niacin supplement, thiamine mononitrate, kelp, copper proteinate, yucca schidigera extract, vitamin A supplement, manganese proteinate, d-calcium pantothenate, pyridoxine hydrochloride, riboflavin supplement, manganese sulfate, vitamin D3 supplement, vitamin B12 supplement, carrots, chia seeds, alfalfa, spinach, pumpkin, inulin, spirulina, apples, avocado, blueberries, broccoli, pineapple, pomegranate, cranberries, papaya, kale, fennel seeds, carob, tomato, chamomile, marigold, paprika, parsley, peppermint, green tea, rosemary, thyme, valerian, turmeric, aloe verra, folic acid, calcium iodate, biotin, sodium selenite.",2024-05-01 19:04:29.905687,
1841,oven baked tradition,Grain-Free Pâté For Adult Cats - Boar,https://catfooddb.com//img/products/oven baked tradition\/Grain-Free_P__t___For_Adult_Cats_-_Boar_wet.png,"","Pork, wild boar, wild boar broth, pork liver, pea protein, sweet potatoes, peas, dicalcium phosphate, calcium carbonate, lentils, agar-agar, carrots, flaxseed, salt, choline chloride, taurine, potassium chloride, kelp, salmon oil, vitamin C supplement, zinc proteinate, vitamin E supplement, ferrous sulfate, iron proteinate, zinc sulfate, niacin supplement, thiamine mononitrate, chia seeds, alfalfa, spinach, pumpkin, inulin, spirulina, apples, avocado, blueberries, broccoli, pineapple, pomegranate, cranberries, papaya, kale, fennel seeds, carob, tomato, chamomile, marigold, paprika, parsley, peppermint, green tea, rosemary, thyme, valerian, turmeric, aloe verra, copper proteinate, yucca schidigera extract, vitamin A supplement, manganese proteinate, d-calcium pantothenate, pyridoxine hydrochloride, riboflavin supplement, manganese sulfate, vitamin D3 supplement, vitamin B12 supplement, calcium iodate, folic acid, biotin, sodium selenite",2024-05-01 19:04:30.250106,
1842,oven baked tradition,Grain-Free Pâté For Adult Cats - Quail,https://catfooddb.com//img/products/oven baked tradition\/Grain-Free_P__t___For_Adult_Cats_-_Quail_wet.png,"","Quail, quail broth, turkey, pork liver, pea protein, sweet potatoes, pork, peas, calcium carbonate, lentils, agar-agar, carrots, salt, choline chloride, taurine, dicalcium phosphate, potassium chloride, kelp, salmon oil, vitamin C supplement, zinc proteinate, vitamin E supplement, ferrous sulfate, iron proteinate, zinc sulfate, niacin supplement, thiamine mononitrate, chia seeds, alfalfa, spinach, pumpkin, inulin, spirulina, apples, avocado, blueberries, broccoli, pineapple, pomegranate, cranberries, papaya, kale, fennel seeds, carob, tomato, chamomile, marigold, paprika, parsley, peppermint, green tea, rosemary, thyme, valerian, turmeric, aloe verra, copper proteinate, vitamin A supplement, manganese proteinate, d-calcium pantothenate, pyridoxine hydrochloride, riboflavin supplement, manganese sulfate, vitamin D3 supplement, vitamin B12 supplement, folic acid, calcium iodate, biotin, sodium selenite.",2024-05-01 19:04:30.432911,
1843,oven baked tradition,Grain-Free Pâté For Adult Cats - Rabbit,https://catfooddb.com//img/products/oven baked tradition\/Grain-Free_P__t___For_Adult_Cats_-_Rabbit_wet.png,"","Rabbit, rabbit broth, ocean fish, pork liver, sweet potatoes, pork, salmon oil, peas, pea protein, lentils, agar-agar, carrots ,salt, choline chloride, taurine, potassium chloride, kelp, vitamin C supplement, zinc proteinate, vitamin E supplement, ferrous sulfate, iron proteinate, calcium carbonate, zinc sulfate, niacin supplement, thiamine mononitrate, chia seeds, alfalfa, spinach, pumpkin, inulin, spirulina, apples, avocado, blueberries, broccoli, pineapple, pomegranate, cranberries, papaya, kale, fennel seeds, carob, tomato, chamomile, marigold, paprika, parsley, peppermint, green tea, rosemary, thyme, valerian, turmeric, aloe verra, copper proteinate, vitamin A supplement, manganese proteinate, d-calcium pantothenate, pyridoxine hydrochloride, riboflavin supplement, manganese sulfate, vitamin D3 supplement, vitamin B12 supplement, folic acid, calcium iodate, biotin, sodium selenite.",2024-05-01 19:04:30.771654,
1844,oven baked tradition,Grain-Free Sterilized Cats - Chicken,https://catfooddb.com//img/products/oven baked tradition\/Grain-Free_Sterilized_Cats_-_Chicken_dry.png,"","Chicken, peas, potatoes, tapioca, dried egg powder, dehydrated fish, pea fiber, chicken fat, brewer s yeast, spinach, pumpkin, cranberries, apples, bananas, blueberries, broccoli, dried kelp, sweet potatoes, inulin, Yucca schidigera extract, rosemary extract",2024-05-01 19:04:31.011647,
1845,oven baked tradition,Adult Cats - Chicken,https://catfooddb.com//img/products/oven baked tradition\/Adult_Cats_-_Chicken_dry.png,"","Chicken, dehulled barley, brown rice, oatmeal, fresh chicken liver, beet pulp, chicken fat, pumpkin, dehydrated fish, brewer s yeast, fresh fish, salmon oil, Yucca schidigera extract, inulin, cranberries, flaxseed, pineapple, spinach, green tea extract, apples, bananas, blueberries, broccoli, algae, sweet potatoes, glucosamine hydrochloride, chondroitin sulfate, parsley, rosemary extract",2024-05-01 19:04:31.333167,
1846,oven baked tradition,Weight Management - Chicken,https://catfooddb.com//img/products/oven baked tradition\/Weight_Management_-_Chicken_dry.png,"","Chicken, dehulled barley, brown rice, fresh chicken liver, beet pulp, brewer s yeast, pumpkin, fresh fish, cranberries, canola oil, spinach, salmon oil, flaxseed, apples, bananas, blueberries, broccoli, algae, sweet potatoes, glucosamine hydrochloride, Yucca schidigera extract, inulin, pineapple, chondroitin sulfate, green tea extract, rosemary extract",2024-05-01 19:04:31.821566,
1847,oven baked tradition,Grain-Free - Fish,https://catfooddb.com//img/products/oven baked tradition\/Grain-Free_-_Fish_dry.png,"","Fish, peas, pea protein, canola oil, chickpeas, brewer s yeast, pea fiber, pumpkin, inulin, flaxseed, sea salt, spinach, green tea extract, glucosamine hydrochloride, chondroitin sulfate, Yucca schidigera extract, algae, apples, bananas, blueberries, broccoli, cranberries, sweet potatoes, rosemary extract",2024-05-01 19:04:32.102467,
1848,oven baked tradition,Adult Cats - Turkey,https://catfooddb.com//img/products/oven baked tradition\/Adult_Cats_-_Turkey_dry.png,"","Turkey, dehydrated fish, dehulled barley, brown rice, oat, canola oil, flaxseed, miscanthus grass, dried egg powder, brewer s yeast, inulin, cranberries, pineapple, pumpkin, salmon oil, green tea extract, glucosamine hydrochloride, chondroitin sulfate, Yucca schidigera extract, spinach, apples, bananas, blueberries, broccoli, algae, sweet potatoes, rosemary extract",2024-05-01 19:04:32.386577,
1849,oven baked tradition,Adult Cats - Fish,https://catfooddb.com//img/products/oven baked tradition\/Adult_Cats_-_Fish_dry.png,"","Fish, oatmeal, dehulled barley, brown rice, canola oil, beet pulp, brewer s yeast, pumpkin, flaxseed, carrots, sweet potatoes, apples, blueberries, spinach, salmon oil, inulin, cranberries, pineapple, green tea extract, algae, chondroitin sulfate, glucosamine hydrochloride, parsley, Yucca schidigera extract, rosemary extract",2024-05-01 19:04:32.579601,
1850,paws & claws,"Kitchen Selects Cod, Sole And Shrimp Dinner",https://catfooddb.com//img/products/paws & claws\/seafood-variety.png,"","Cod, Liver, Meat By-Products, Fish, Water Sufficient For Processing, Sole, Shrimp, Natural & Artificial Flavors, Guar Gum, Potassium Chloride, Added Color (Red 3 & Other Artificial Colors), Salt, Vitamins (Thiamine Mononitrate, Vitamin E Supplement, Niacin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid), Taurine, Minerals (Ferrous Sulfate, Zinc Oxide, Copper Proteinate, Potassium Iodide, Manganese Sulfate, Sodium Selenite), Choline Chloride, Sodium Tripolyphosphate, Magnesium Sulfate, DL-Methionine",2024-05-01 19:04:32.869554,
1851,paws & claws,Kitchen Selects Chicken Dinner,https://catfooddb.com//img/products/paws & claws\/Kitchen_Selects_Gourmet_Country_Chicken_Dinner_wet.png,"","chicken, water sufficient for processing, liver, meat by-products, fish, poultry by-products, natural and artificial flavors, salt, guar gum, potassium chloride, dl-methionine, added color, choline chloride, vitamins (thiamine mononitrate, vitamin e supplement, niacin supplement, d-calcium pantothenate, pyridoxine hydrochloride, riboflavin supplement, vitamin a supplement, biotin, vitamin d3 supplement, vitamin b12 supplement, folic acid), minerals (ferrous sulfate, zinc oxide, copper proteinate, potassium iodide, manganese sulfate, sodium selenite), taurine, magnesium sulfate, sodium nitrite (to promote color retention)",2024-05-01 19:04:33.089586,
1852,paws & claws,Kitchen Selects Ocean Whitefish Dinner,https://catfooddb.com//img/products/paws & claws\/seafood-variety.png,"","Ocean Whitefish, Liver, Fish, Water Sufficient For Processing, Meat By-Products, Tuna, Natural & Artificial Flavors, Guar Gum, Salt, Added Color, Potassium Chloride, Choline Chloride, Vitamins (Thiamine Mononitrate, Vitamin E Supplement, Niacin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid), Taurine, Minerals (Ferrous Sulfate, Zinc Oxide, Copper Proteinate, Potassium Iodide, Manganese Sulfate, Sodium Selenite), Sodium Tripolyphosphate, Magnesium Sulfate, DL-Methionine",2024-05-01 19:04:33.306415,
1853,paws & claws,Delicious Mix,https://catfooddb.com//img/products/paws & claws\/Delicious_Mix_dry.png,"","Ground Yellow Corn, Chicken By-Product Meal, Corn Gluten Meal, Soybean Meal, Animal Fat Preserved with BHA, Natural Flavors (Source of Chicken, Salmon, Turkey and Tuna flavors), Fish Oil, Phosphoric Acid, Choline Chloride, Salt, Potassium Chloride, Calcium Sulfate, Calcium Carbonate, Taurine, Dl-Methionine, Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Added Colors (Yellow 5, Yellow 6, Red 40, Blue 2), Niacin, Zinc Sulfate, Calcium Pantothenate, Thiamine Mononitrate, Copper Sulfate, Manganese Sulfate, Pyridoxine Hydrochloride, Riboflavin Supplement, Folic Acid, Biotin, Vitamin B12 Supplement, Calcium Iodate, Sodium Selenite",2024-05-01 19:04:33.573951,
1854,paws & claws,Seafood Mix,https://catfooddb.com//img/products/paws & claws\/seafood-mix.png,"","Ground yellow corn, corn gluten meal, chicken by-product meal, soybean meal, chicken fat (preserved with mixed tocopherols), meat and bone meal, natural flavor, ocean fish meal, salmon meal, tuna meal, shrimp meal, crab meal, seaweed meal, calcium carbonate, salt, fish oil, monocalcium phosphate, taurine, potassium chloride, choline chloride, ferrous sulfate, zinc sulfate, vitamin E supplement, zinc oxide, copper sulfate, added color (yellow #5, red #40, yellow #6, blue #2), niacin, manganous oxide, vitamin A supplement, d-calcium pantothenate, thiamine mononitrate, sodium selenite, riboflavin supplement, pyridoxine hydrochloride, biotin, vitamin B12 supplement, menadione sodium bisulfite complex (source of vitamin K), folic acid, calcium iodate, vitamin D3 supplement, cobalt carbonate",2024-05-01 19:04:33.917597,
